,description.languages,activity,sector,location.country,location.town,borrowers.gender,borrowers.pictured,terms.disbursal_currency,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,delinquent,journal_totals.entries,terms.loan_amount,duration,status
1754,,Retail,Retail,Senegal,Ziguinchor,F,TRUE,XOF,lender,partner,FALSE,2.0,725,193.0,paid
1755,en,Clothing Sales,Clothing,Ukraine,Ordzhonikidze,F,TRUE,UAH,partner,partner,FALSE,1.0,525,49.0,paid
1756,,Clothing Sales,Clothing,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,650,366.0,paid
1757,es,Used Clothing,Clothing,Mexico,Yucatán,F,TRUE,MXN,partner,partner,FALSE,1.0,250,78.0,paid
1758,,Clothing Sales,Clothing,Mexico,"Santa Catarina, Nuevo Leon",F,TRUE,MXN,partner,partner,FALSE,1.0,400,226.0,paid
1759,,Shoe Sales,Retail,Mexico,"Santa Catarina, Nuevo Leon",F,TRUE,MXN,partner,partner,FALSE,1.0,400,228.0,paid
1760,en,Clothing Sales,Clothing,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,1.0,175,350.0,paid
1761,en,Charcoal Sales,Retail,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,1.0,250,405.0,paid
1762,en,Food Market,Food,Tanzania,Tanga,F,TRUE,TZS,partner,partner,FALSE,1.0,175,351.0,paid
1763,en,Soft Drinks,Food,Tanzania,Morogoro,F,TRUE,TZS,partner,partner,FALSE,1.0,250,374.0,paid
1764,en,Food Production/Sales,Food,Sierra Leone,"Magburaka, Tonkolili",F,TRUE,SLL,partner,partner,FALSE,2.0,300,282.0,paid
1765,en,Beauty Salon,Services,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,2.0,875,273.0,paid
1766,en,Sewing,Services,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,2.0,450,280.0,paid
1767,,Soft Drinks,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,550,222.0,paid
1768,,Services,Services,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,675,294.0,paid
1769,,General Store,Retail,Indonesia,"Melaya, Bali",F,TRUE,IDR,partner,partner,FALSE,1.0,550,406.0,paid
1770,,Grocery Store,Food,Viet Nam,Quang Xuong,F,TRUE,VND,partner,partner,FALSE,1.0,375,400.0,paid
1771,,Cattle,Agriculture,Viet Nam,Hung Nguyen,F,TRUE,VND,partner,partner,FALSE,1.0,575,402.0,paid
1772,,Cattle,Agriculture,Viet Nam,Hung Nguyen,F,TRUE,VND,partner,partner,FALSE,1.0,750,400.0,paid
1773,,Grocery Store,Food,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,375,224.0,paid
1774,en,Food Production/Sales,Food,Cambodia,Prey Veng Province,F,TRUE,USD,partner,none,FALSE,2.0,500,402.0,paid
1775,,Plastics Sales,Retail,Togo,Lavie,F,TRUE,XOF,partner,partner,FALSE,1.0,500,403.0,paid
1776,en,Fruits & Vegetables,Food,Ghana,Mankessim,F,TRUE,GHS,partner,partner,FALSE,1.0,975,281.0,paid
1777,,Food Production/Sales,Food,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,825,399.0,paid
1778,,Cosmetics Sales,Retail,Mexico,"Solidaridad, Monterrey",F,TRUE,MXN,partner,partner,FALSE,1.0,500,187.0,paid
1779,en,Charcoal Sales,Retail,Ghana,Cape Coast,F,TRUE,GHS,partner,partner,FALSE,1.0,400,279.0,paid
1780,en,Pub,Food,Uganda,Kampala,F,TRUE,UGX,partner,partner,FALSE,2.0,375,233.0,paid
1781,en,Dairy,Agriculture,Sierra Leone,Kabala,F,TRUE,SLL,partner,partner,FALSE,2.0,425,399.0,paid
1782,en,Restaurant,Food,Cambodia,Siem Reap Province,F,TRUE,USD,partner,none,FALSE,1.0,500,584.0,paid
1783,en,Taxi,Transportation,Cambodia,Siem Reap Province,F,TRUE,USD,partner,none,FALSE,1.0,1000,584.0,paid
1784,en,Grocery Store,Food,Cambodia,Siem Reap Province,F,TRUE,USD,partner,none,FALSE,1.0,200,338.0,paid
1785,,Soft Drinks,Food,Peru,,M,TRUE,PEN,partner,partner,FALSE,1.0,550,219.0,paid
1786,,Food Production/Sales,Food,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,300,220.0,paid
1787,en,Clothing Sales,Clothing,Uganda,Kireka,F,TRUE,UGX,partner,partner,FALSE,1.0,1250,398.0,paid
1788,en,Water Distribution,Services,Uganda,Iganga,F,TRUE,UGX,partner,partner,FALSE,1.0,1650,391.0,paid
1789,en,Fish Selling,Food,Uganda,Lugazi,F,TRUE,UGX,partner,partner,FALSE,2.0,4850,229.0,paid
1790,,Bakery,Food,Peru,Yungay - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,375,214.0,paid
1791,,Food Production/Sales,Food,Peru,Yungay - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,725,123.0,paid
1792,en,Retail,Retail,Tanzania,Morogoro,F,TRUE,TZS,partner,partner,FALSE,1.0,175,351.0,paid
1793,en,Tailoring,Services,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,1.0,225,404.0,paid
1794,en,Clothing Sales,Clothing,Tanzania,Zanzibar,F,TRUE,TZS,partner,partner,FALSE,1.0,175,359.0,paid
1795,en,Food Market,Food,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,1.0,125,361.0,paid
1796,en,Food Market,Food,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,1.0,250,407.0,paid
1797,en,Traveling Sales,Retail,Peru,Trujillo - La Libertad,F,TRUE,PEN,partner,partner,FALSE,1.0,375,213.0,paid
1798,en,General Store,Retail,Tanzania,Morogoro,F,TRUE,TZS,partner,partner,FALSE,1.0,175,405.0,paid
1799,en,Motorcycle Transport,Transportation,Nigeria,Benin City,M,TRUE,NGN,partner,partner,FALSE,3.0,875,267.0,paid
1800,,Bookstore,Retail,Peru,San Juan De Lurigancho-lima,F,TRUE,PEN,partner,partner,FALSE,1.0,300,138.0,paid
1801,en,Farming,Agriculture,Tajikistan,Istaravshan,F,TRUE,TJS,partner,partner,FALSE,2.0,600,393.0,paid
1802,,Food Production/Sales,Food,Mexico,"Cadereyta, Nuevo León, México",M,TRUE,MXN,partner,partner,FALSE,2.0,775,249.0,paid
1803,en,Games,Entertainment,Kenya,"Kayole, Nairobi",M,TRUE,KES,partner,partner,TRUE,7.0,975,,defaulted
1804,en,Cafe,Food,Lebanon,Saida - South,M,TRUE,USD,partner,none,FALSE,1.0,1200,391.0,paid
1805,en,Grocery Store,Food,Lebanon,Saida - South,M,TRUE,USD,partner,none,FALSE,1.0,1200,391.0,paid
1806,,Food Market,Food,Mali,Bougouni,F,TRUE,XOF,partner,partner,FALSE,2.0,725,277.0,paid
1807,es,Personal Housing Expenses,Housing,Nicaragua,Esteli,F,TRUE,NIO,lender,partner,FALSE,1.0,800,555.0,paid
1808,en,Motorcycle Transport,Transportation,Cambodia,Kampong Cham,F,TRUE,USD,partner,none,FALSE,1.0,1000,579.0,paid
1809,en,Food Production/Sales,Food,Ghana,Abura,F,TRUE,GHS,partner,partner,FALSE,1.0,500,242.0,paid
1810,,General Store,Retail,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,550,297.0,paid
1811,en,Milk Sales,Food,South Sudan,"Buluk, Juba, Southern",F,TRUE,SDG,partner,partner,FALSE,2.0,1750,395.0,paid
1812,en,Beauty Salon,Services,Ghana,Abura,F,TRUE,GHS,partner,partner,FALSE,1.0,525,242.0,paid
1813,,Clothing Sales,Clothing,Tajikistan,Vahdat,F,TRUE,TJS,partner,partner,FALSE,1.0,1175,229.0,paid
1814,,Animal Sales,Agriculture,Tajikistan,Khuroson,M,TRUE,TJS,partner,partner,FALSE,1.0,300,326.0,paid
1815,,Sewing,Services,Peru,Callería - Ucayali,F,TRUE,PEN,partner,partner,FALSE,2.0,450,123.0,paid
1816,,Services,Services,Peru,Callería - Ucayali,F,TRUE,PEN,partner,partner,FALSE,2.0,750,128.0,paid
1817,,Services,Services,Peru,Callería - Ucayali,F,TRUE,PEN,partner,partner,FALSE,1.0,275,127.0,paid
1818,,Clothing Sales,Clothing,Peru,Callería - Ucayali,F,TRUE,PEN,partner,partner,FALSE,1.0,1100,124.0,paid
1819,,Sewing,Services,Togo,Tsévié,F,TRUE,XOF,partner,partner,FALSE,1.0,700,389.0,paid
1820,en,Butcher Shop,Food,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,2.0,2875,123.0,paid
1821,en,Fuel/Firewood,Retail,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,2.0,875,265.0,paid
1822,,Veterinary Sales,Agriculture,Peru,Carhuaz - Ancash,F,TRUE,PEN,partner,partner,FALSE,1.0,375,126.0,paid
1823,en,Retail,Retail,Paraguay,Asunción,F,TRUE,PYG,partner,partner,FALSE,1.0,2625,157.0,paid
1824,en,Retail,Retail,Paraguay,Asunción,F,TRUE,PYG,partner,partner,FALSE,1.0,1275,81.0,paid
1825,,Milk Sales,Food,Paraguay,San Lorenzo,M,TRUE,PYG,partner,partner,FALSE,1.0,1200,350.0,paid
1826,,Auto Repair,Services,Paraguay,Carapegua,M,TRUE,PYG,partner,partner,FALSE,1.0,1200,466.0,paid
1827,,Fruits & Vegetables,Food,Bolivia,El Alto / La Paz,F,TRUE,BOB,partner,partner,FALSE,1.0,3725,226.0,paid
1828,en,Clothing Sales,Clothing,Ghana,Elmina,F,TRUE,GHS,partner,partner,FALSE,1.0,500,234.0,paid
1829,en,Clothing Sales,Clothing,Tajikistan,Khujand,M,TRUE,USD,partner,none,FALSE,2.0,600,221.0,paid
1830,,Retail,Retail,Senegal,Thies,F,TRUE,XOF,partner,partner,FALSE,1.0,1200,179.0,paid
1831,en,Fuel/Firewood,Retail,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,4.0,1200,264.0,paid
1832,en,Beauty Salon,Services,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,1025,271.0,paid
1833,en,Clothing Sales,Clothing,Ghana,Cape Coast,F,TRUE,GHS,partner,partner,FALSE,1.0,800,265.0,paid
1834,en,Food Production/Sales,Food,Dominican Republic,Santo Domingo,F,TRUE,DOP,partner,partner,TRUE,1.0,475,,defaulted
1835,es,Bakery,Food,Mexico,"Victoria, Tamaulipas",F,TRUE,MXN,partner,partner,FALSE,1.0,600,246.0,paid
1836,en,Livestock,Agriculture,Tajikistan,Asht,F,TRUE,TJS,partner,partner,FALSE,2.0,625,218.0,paid
1837,en,Livestock,Agriculture,Tajikistan,Asht,F,TRUE,TJS,partner,partner,FALSE,1.0,625,220.0,paid
1838,en,Grocery Store,Food,Mozambique,"Bela-vista, Maputo",F,TRUE,MZN,partner,partner,FALSE,2.0,300,574.0,paid
1839,,Cattle,Agriculture,Nicaragua,Chinandega,M,TRUE,NIO,partner,partner,FALSE,1.0,850,448.0,paid
1840,en,Retail,Retail,Afghanistan,Jalalabad,M,TRUE,AFN,partner,partner,FALSE,2.0,1100,573.0,paid
1841,en,Weaving,Arts,Cambodia,Khsach Kandal District,F,TRUE,USD,partner,none,FALSE,2.0,1200,511.0,paid
1842,en,Clothing Sales,Clothing,Dominican Republic,El Seybo,F,TRUE,USD,partner,none,FALSE,1.0,1200,385.0,paid
1843,,Food Production/Sales,Food,Peru,San Juan De Lurigancho-lima,F,TRUE,PEN,partner,partner,FALSE,1.0,600,388.0,paid
1844,,Carpentry,Construction,Nicaragua,Managua,M,TRUE,NIO,partner,partner,FALSE,1.0,175,386.0,paid
1845,en,Food Market,Food,Samoa,Manono,F,TRUE,WST,partner,partner,FALSE,1.0,900,395.0,paid
1846,en,Beauty Salon,Services,Kenya,Mlolongo Settlement,F,TRUE,KES,partner,partner,TRUE,3.0,325,,defaulted
1847,,Agriculture,Agriculture,Togo,Awavé (aného),M,TRUE,USD,partner,none,FALSE,1.0,750,413.0,paid
1848,,Computers,Services,Nicaragua,Managua,M,TRUE,USD,partner,none,FALSE,1.0,750,351.0,paid
1849,en,Farming,Agriculture,Kenya,Muranga,F,TRUE,USD,lender,none,TRUE,1.0,150,,defaulted
1850,en,Livestock,Agriculture,Azerbaijan,Salyan Region,M,TRUE,USD,partner,none,FALSE,1.0,500,427.0,paid
1851,en,Fish Selling,Food,Kenya,Kisumu,F,TRUE,USD,lender,none,TRUE,3.0,200,411.0,defaulted
1852,en,Food Production/Sales,Food,Samoa,Vailele,F,TRUE,USD,partner,none,FALSE,1.0,825,367.0,paid
1853,en,Farming,Agriculture,Samoa,Tafangamanu,F,TRUE,USD,partner,none,FALSE,2.0,725,366.0,paid
1854,en,Crafts,Arts,Samoa,Mulifanua,F,TRUE,USD,partner,none,FALSE,1.0,750,366.0,paid
1855,en,Sewing,Services,Samoa,Faleula,F,TRUE,USD,partner,none,FALSE,1.0,800,366.0,paid
1856,en,Fishing,Food,Samoa,Apolima,F,TRUE,USD,partner,none,FALSE,2.0,1175,366.0,paid
1857,en,Farming,Agriculture,Kenya,Kangema,F,TRUE,USD,lender,none,TRUE,1.0,300,,defaulted
1858,en,Food Production/Sales,Food,Ghana,Somanya,F,TRUE,USD,partner,none,FALSE,1.0,500,275.0,paid
1859,en,General Store,Retail,Ghana,"Abokobi, Accra",F,TRUE,USD,partner,none,FALSE,2.0,800,275.0,paid
1860,en,Farming,Agriculture,Samoa,Gagaifo,F,TRUE,USD,partner,none,FALSE,2.0,825,366.0,paid
1861,en,Grocery Store,Food,Azerbaijan,Fizuli District,F,TRUE,USD,partner,none,FALSE,2.0,600,427.0,paid
1862,en,Farming,Agriculture,Samoa,Nofoalii,F,TRUE,USD,partner,none,FALSE,2.0,1000,366.0,paid
1863,,Grocery Store,Food,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,750,352.0,paid
1864,,Grocery Store,Food,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,100,170.0,paid
1865,,Clothing Sales,Clothing,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,200,171.0,paid
1866,,Clothing Sales,Clothing,Togo,Tsévié,F,TRUE,USD,partner,none,FALSE,1.0,950,352.0,paid
1867,,Pharmacy,Health,Togo,Lomé,M,TRUE,USD,partner,none,FALSE,2.0,1000,352.0,paid
1868,,General Store,Retail,Togo,Lomé,F,TRUE,USD,partner,none,FALSE,1.0,1000,353.0,paid
1869,en,Charcoal Sales,Retail,Kenya,Nairobi,F,TRUE,USD,lender,none,TRUE,1.0,825,,defaulted
1870,,Computers,Services,Togo,Lomé,M,TRUE,USD,partner,none,FALSE,1.0,1200,354.0,paid
1871,,Food Production/Sales,Food,Togo,Lomé,F,TRUE,USD,partner,none,FALSE,1.0,600,354.0,paid
1872,,Cobbler,Services,Honduras,Tegucigalpa,M,TRUE,USD,partner,none,FALSE,1.0,300,170.0,paid
1873,,Clothing Sales,Clothing,Honduras,Comayaguela,M,TRUE,USD,partner,none,FALSE,1.0,400,170.0,paid
1874,en,Food Production/Sales,Food,Ghana,"Effiakuma, Takoradi",F,TRUE,USD,partner,none,FALSE,1.0,800,302.0,paid
1875,en,Farming,Agriculture,Kenya,Thika Town,F,TRUE,USD,lender,none,TRUE,1.0,150,,defaulted
1876,,Home Products Sales,Retail,Indonesia,Tangerang,F,TRUE,USD,partner,none,FALSE,1.0,50,306.0,paid
1877,,Clothing Sales,Clothing,Mozambique,"Boane, Maputo",F,TRUE,USD,partner,none,FALSE,2.0,425,306.0,paid
1878,en,Food Production/Sales,Food,Indonesia,Tangerang,F,TRUE,USD,partner,none,FALSE,1.0,50,306.0,paid
1879,,Motorcycle Transport,Transportation,Togo,Tsévié,M,TRUE,XOF,partner,partner,FALSE,1.0,1200,457.0,paid
1880,,Livestock,Agriculture,Viet Nam,Hung Nguyen,F,TRUE,VND,partner,partner,FALSE,1.0,625,382.0,paid
1881,,Fuel/Firewood,Retail,Togo,Lomé,F,TRUE,XOF,partner,partner,FALSE,1.0,725,380.0,paid
1882,,Grocery Store,Food,Togo,Lomé,F,TRUE,XOF,partner,partner,FALSE,1.0,975,383.0,paid
1883,,Veterinary Sales,Agriculture,Paraguay,Ciudad Del Este,M,TRUE,PYG,partner,partner,FALSE,1.0,1200,293.0,paid
1884,en,Livestock,Agriculture,Tajikistan,Asht,M,TRUE,TJS,partner,partner,FALSE,1.0,625,269.0,paid
1885,en,Cosmetics Sales,Retail,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,275,260.0,paid
1886,en,Restaurant,Food,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,350,260.0,paid
1887,en,Fishing,Food,Samoa,Manono,F,TRUE,WST,partner,partner,FALSE,2.0,725,401.0,paid
1888,es,Dairy,Agriculture,Bolivia,Huayrocondo,M,TRUE,BOB,partner,partner,FALSE,4.0,800,565.0,paid
1889,,General Store,Retail,Mozambique,Namaacha,F,TRUE,MZN,partner,partner,FALSE,1.0,425,531.0,paid
1890,en,Cattle,Agriculture,Cambodia,Trapang Mates Village,F,TRUE,KHR,partner,partner,FALSE,1.0,275,566.0,paid
1891,en,Grocery Store,Food,Cambodia,Trapang Mates Village,M,TRUE,KHR,partner,partner,FALSE,1.0,275,564.0,paid
1892,en,Taxi,Transportation,Cambodia,Muk Kampoul District,F,TRUE,KHR,partner,partner,FALSE,2.0,500,505.0,paid
1893,,Farming,Agriculture,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,1075,262.0,paid
1894,,Grocery Store,Food,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,475,201.0,paid
1895,es,General Store,Retail,Nicaragua,Leon,F,TRUE,NIO,partner,partner,FALSE,2.0,225,442.0,paid
1896,,Farming,Agriculture,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,650,199.0,paid
1897,,Poultry,Agriculture,Mexico,Yucatán,F,TRUE,MXN,partner,partner,FALSE,1.0,250,87.0,paid
1898,,Agriculture,Agriculture,Nicaragua,Chinandega,F,TRUE,NIO,partner,partner,FALSE,1.0,525,443.0,paid
1899,en,Farming,Agriculture,Cambodia,Siem Reap,F,TRUE,USD,partner,none,FALSE,2.0,100,348.0,paid
1900,en,Arts,Arts,Nepal,Sundhara,F,TRUE,NPR,partner,partner,FALSE,1.0,225,410.0,paid
1901,en,Grocery Store,Food,Tanzania,Dar Es Salaam,F,TRUE,TZS,partner,partner,FALSE,2.0,700,349.0,paid
1902,,Arts,Arts,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,350,226.0,paid
1903,en,Poultry,Agriculture,Nepal,Bhatkepati,F,TRUE,NPR,partner,partner,FALSE,1.0,150,407.0,paid
1904,en,Food Production/Sales,Food,Ghana,Obuasi,F,TRUE,GHS,partner,partner,FALSE,1.0,300,286.0,paid
1905,en,Food Market,Food,Ghana,Obuasi,F,TRUE,GHS,partner,partner,FALSE,2.0,675,282.0,paid
1906,,Services,Services,Mexico,"Solidaridad, Monterrey",F,TRUE,MXN,partner,partner,FALSE,1.0,825,85.0,paid
1907,,Retail,Retail,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,575,224.0,paid
1908,,Pigs,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,IDR,lender,partner,FALSE,2.0,225,226.0,paid
1909,en,Personal Purchases,Personal Use,Samoa,Falelauniu,F,TRUE,WST,partner,partner,FALSE,1.0,775,389.0,paid
1910,en,Food Market,Food,Samoa,Moamoa,F,TRUE,WST,partner,partner,FALSE,1.0,325,405.0,paid
1911,en,Farming,Agriculture,Tajikistan,Istaravshan,M,TRUE,USD,partner,none,FALSE,2.0,850,401.0,paid
1912,en,Clothing Sales,Clothing,Tajikistan,Asht,F,TRUE,TJS,partner,partner,FALSE,1.0,625,282.0,paid
1913,,Livestock,Agriculture,Senegal,Thiadiaye,F,TRUE,XOF,partner,partner,FALSE,1.0,1775,223.0,paid
1914,,Retail,Retail,Mexico,"Solidaridad, Monterrey",F,TRUE,MXN,partner,partner,FALSE,1.0,700,227.0,paid
1915,en,Cattle,Agriculture,Cambodia,Trapaing Angkrorng Village,F,TRUE,KHR,partner,partner,FALSE,1.0,525,522.0,paid
1916,,Farming,Agriculture,Peru,,F,TRUE,PEN,partner,partner,FALSE,1.0,700,224.0,paid
1917,,Agriculture,Agriculture,Peru,,F,TRUE,PEN,partner,partner,FALSE,2.0,475,311.0,paid
1918,en,Cereals,Food,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,850,156.0,paid
1919,,Retail,Retail,Togo,Kpalimé,M,TRUE,XOF,partner,partner,FALSE,1.0,725,389.0,paid
1920,,Livestock,Agriculture,Viet Nam,Hung Nguyen,F,TRUE,VND,partner,partner,FALSE,1.0,625,403.0,paid
1921,,Clothing Sales,Clothing,Mali,Sikasso,F,TRUE,XOF,partner,partner,FALSE,2.0,825,345.0,paid
1922,,Grocery Store,Food,Peru,,F,TRUE,PEN,partner,partner,FALSE,2.0,450,225.0,paid
1923,en,Cosmetics Sales,Retail,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,2.0,300,161.0,paid
1924,es,Services,Services,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,2.0,550,291.0,paid
1925,,Pigs,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,IDR,lender,partner,FALSE,1.0,225,224.0,paid
1926,en,Farming,Agriculture,Cambodia,Prey Veng Province,F,TRUE,USD,partner,none,FALSE,2.0,600,343.0,paid
1927,,General Store,Retail,Nicaragua,Chinandega,F,TRUE,NIO,partner,partner,FALSE,1.0,525,463.0,paid
1928,en,Services,Services,Lebanon,Nabatieh,M,TRUE,USD,partner,none,FALSE,1.0,1200,399.0,paid
1929,,Hardware,Retail,Benin,Cotonou,F,TRUE,XOF,partner,partner,FALSE,2.0,725,400.0,paid
1930,,Retail,Retail,Peru,Los Olivos,F,TRUE,PEN,partner,partner,FALSE,1.0,125,161.0,paid
1931,,Grocery Store,Food,Peru,San Martin De Porres,F,TRUE,PEN,partner,partner,FALSE,1.0,175,162.0,paid
1932,,Cosmetics Sales,Retail,Benin,Cotonou,F,TRUE,XOF,partner,partner,FALSE,2.0,450,333.0,paid
1933,en,Motorcycle Transport,Transportation,Cambodia,Siem Reap Province,M,TRUE,USD,partner,none,FALSE,1.0,400,278.0,paid
1934,en,Food Market,Food,Ghana,Obuasi,F,TRUE,GHS,partner,partner,FALSE,1.0,375,278.0,paid
1935,en,Retail,Retail,Dominican Republic,Baní,F,TRUE,DOP,partner,partner,TRUE,1.0,200,,defaulted
1936,en,Clothing Sales,Clothing,Uganda,Jinja,F,TRUE,UGX,partner,partner,FALSE,2.0,4975,140.0,paid
1937,en,Liquor Store / Off-License,Food,Uganda,Jinja,F,TRUE,UGX,partner,partner,FALSE,2.0,4725,219.0,paid
1938,en,Butcher Shop,Food,Uganda,Kawuku,M,TRUE,UGX,partner,partner,FALSE,2.0,625,150.0,paid
1939,,Clothing Sales,Clothing,Peru,Trujillo - La Libertad,F,TRUE,PEN,partner,partner,FALSE,1.0,425,153.0,paid
1940,en,Livestock,Agriculture,Tajikistan,Utkansoi,M,TRUE,TJS,partner,partner,FALSE,1.0,925,280.0,paid
1941,en,Dairy,Agriculture,Azerbaijan,Fuzuli Region,F,TRUE,AZN,partner,partner,FALSE,1.0,1000,391.0,paid
1942,en,Livestock,Agriculture,Tajikistan,Asht,M,TRUE,TJS,partner,partner,FALSE,1.0,925,285.0,paid
1943,en,Clothing Sales,Clothing,Azerbaijan,"Baku, City",M,TRUE,AZN,partner,partner,FALSE,1.0,625,396.0,paid
1944,,Services,Services,Bolivia,,F,TRUE,USD,partner,none,FALSE,2.0,3650,179.0,paid
1945,,Home Products Sales,Retail,Togo,Agoe,F,TRUE,XOF,partner,partner,FALSE,2.0,1200,388.0,paid
1946,en,Food Production/Sales,Food,Cambodia,Siem Reap,M,TRUE,USD,partner,none,FALSE,2.0,300,333.0,paid
1947,,Traveling Sales,Retail,Peru,Tarapoto - San Martin,F,TRUE,PEN,partner,partner,FALSE,1.0,350,152.0,paid
1948,,Spare Parts,Retail,Bolivia,La Paz,F,TRUE,USD,partner,none,FALSE,2.0,600,234.0,paid
1949,,Spare Parts,Retail,Bolivia,La Paz,M,TRUE,USD,partner,none,FALSE,1.0,650,93.0,paid
1950,,Food Production/Sales,Food,Peru,Picota - San Martín,F,TRUE,PEN,partner,partner,FALSE,2.0,525,212.0,paid
1951,en,Land Rental,Agriculture,Cambodia,Prey Veng Province,M,TRUE,USD,partner,none,FALSE,1.0,800,335.0,paid
1952,,Cosmetics Sales,Retail,Peru,Tarapoto - San Martin,F,TRUE,PEN,partner,partner,FALSE,1.0,450,217.0,paid
1953,en,Home Products Sales,Retail,Ghana,Obuasi,F,TRUE,GHS,partner,partner,FALSE,1.0,375,274.0,paid
1954,,Retail,Retail,Peru,Ayacucho,F,TRUE,PEN,partner,partner,FALSE,1.0,4275,218.0,paid
1955,,Photography,Services,Viet Nam,Soc Son,F,TRUE,VND,partner,partner,FALSE,1.0,1150,391.0,paid
1956,,Flowers,Agriculture,Peru,Huancayo,F,TRUE,USD,partner,none,FALSE,1.0,175,213.0,paid
1957,,Restaurant,Food,Mozambique,"Boane, Maputo",M,TRUE,MZN,partner,partner,FALSE,2.0,850,510.0,paid
1958,en,Retail,Retail,Cambodia,Khsach Kandal District,M,TRUE,USD,partner,none,FALSE,3.0,150,390.0,paid
1959,,Used Clothing,Clothing,Senegal,"Bignona,ziguinchor",F,TRUE,XOF,lender,partner,FALSE,2.0,850,234.0,paid
1960,en,Retail,Retail,South Sudan,"Munuki, Juba, Southern",F,TRUE,SDG,partner,partner,FALSE,2.0,1375,381.0,paid
1961,en,Food Market,Food,Ghana,Obuasi,F,TRUE,GHS,partner,partner,FALSE,2.0,450,298.0,paid
1962,,General Store,Retail,Peru,Huancayo,F,TRUE,PEN,partner,partner,FALSE,2.0,875,210.0,paid
1963,en,Poultry,Agriculture,Uganda,Nansana,F,TRUE,UGX,partner,partner,FALSE,1.0,2000,385.0,paid
1964,en,Pub,Food,Uganda,Mukono,F,TRUE,UGX,partner,partner,FALSE,1.0,1475,391.0,paid
1965,en,Tailoring,Services,Uganda,Bugiri,F,TRUE,UGX,partner,partner,FALSE,1.0,900,386.0,paid
1966,en,Food Market,Food,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,350,266.0,paid
1967,en,Food Market,Food,Nigeria,Benin City,F,TRUE,NGN,partner,partner,FALSE,3.0,1200,264.0,paid
1968,en,Services,Services,Pakistan,Pakpattan,F,TRUE,PKR,partner,partner,FALSE,1.0,1075,489.0,paid
1969,,Motorcycle Repair,Services,Togo,Avetonou,M,TRUE,XOF,partner,partner,FALSE,1.0,950,385.0,paid
1970,,Pigs,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,IDR,lender,partner,FALSE,2.0,175,229.0,paid
1971,,Crafts,Arts,Peru,Huancayo,F,TRUE,PEN,partner,partner,FALSE,2.0,350,206.0,paid
1972,,General Store,Retail,Viet Nam,Quang Xuong,F,TRUE,VND,partner,partner,FALSE,1.0,550,384.0,paid
1973,en,Sewing,Services,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,525,263.0,paid
1974,en,Food Production/Sales,Food,Nigeria,Lagos State,F,TRUE,NGN,partner,partner,FALSE,2.0,1200,262.0,paid
1975,en,Agriculture,Agriculture,Cambodia,Kraing Svay Village,F,TRUE,KHR,partner,partner,FALSE,1.0,250,385.0,paid
1976,en,Construction,Construction,Cambodia,Kandal Village,F,TRUE,KHR,partner,partner,FALSE,1.0,125,325.0,paid
