,description.languages,status,funded_amount,activity,sector,location.country,location.town,partner_id,borrowers.gender,borrowers.pictured,terms.disbursal_amount,terms.disbursal_currency,terms.loan_amount,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,journal_totals.entries,delinquent,duration
1687,en,paid,525,General Store,Retail,Ghana,Cape Coast,91,F,True,500.0,GHS,525,partner,partner,1.0,False,244.0
1688,,paid,700,Restaurant,Food,Peru,San Martin De Porres,93,F,True,700.0,USD,700,partner,none,1.0,False,328.0
1689,en,paid,2050,Clothing Sales,Clothing,Tanzania,Dar Es Salaam,87,F,True,2500000.0,TZS,2050,partner,partner,2.0,False,124.0
1690,,paid,550,Veterinary Sales,Agriculture,Peru,,71,M,True,1500.0,PEN,550,partner,partner,1.0,False,216.0
1691,,paid,950,Grocery Store,Food,Viet Nam,Kim Dong,67,F,True,15000000.0,VND,950,partner,partner,1.0,False,392.0
1692,,paid,1200,Clothing Sales,Clothing,Viet Nam,Kim Dong,67,F,True,19000000.0,VND,1200,partner,partner,1.0,False,388.0
1693,,paid,1225,Fruits & Vegetables,Food,Senegal,Ndiaye Ndiaye,4,F,True,500000.0,XOF,1225,partner,partner,2.0,False,398.0
1694,en,paid,700,Clothing Sales,Clothing,Pakistan,Lahore,60,F,True,45000.0,PKR,700,partner,partner,1.0,False,394.0
1695,en,paid,475,Music Discs & Tapes,Retail,Pakistan,Lahore,60,F,True,30000.0,PKR,475,partner,partner,1.0,False,387.0
1696,en,paid,2225,General Store,Retail,Peru,Ayacucho,70,F,True,6200.0,PEN,2225,partner,partner,1.0,False,210.0
1697,en,paid,1575,General Store,Retail,Peru,Ayacucho,70,F,True,4400.0,PEN,1575,partner,partner,1.0,False,210.0
1698,,defaulted,850,General Store,Retail,Ecuador,Guayaquil,7,F,True,850.0,USD,850,lender,none,1.0,True,
1699,,paid,250,Shoe Sales,Retail,Mexico,"Guadalupe, Nuevo Leon",16,F,True,2500.0,MXN,250,partner,partner,1.0,False,79.0
1700,en,paid,425,Grocery Store,Food,Ghana,Koforidua,88,F,True,400.0,GHS,425,partner,partner,1.0,False,276.0
1701,en,paid,975,Retail,Retail,Bosnia and Herzegovina,Sarajevo,101,F,True,1200.0,BAM,975,partner,partner,2.0,False,396.0
1702,en,paid,425,Sewing,Services,Tanzania,Mwanza,90,F,True,500000.0,TZS,425,partner,partner,2.0,False,330.0
1703,en,paid,1200,General Store,Retail,Ghana,Cape Coast,91,M,True,1170.0,GHS,1200,partner,partner,1.0,False,236.0
1704,,paid,125,Knitting,Arts,Peru,,71,F,True,300.0,PEN,125,partner,partner,1.0,False,211.0
1705,,paid,375,Traveling Sales,Retail,Peru,,71,F,True,1000.0,PEN,375,partner,partner,1.0,False,209.0
1706,en,paid,2300,Food Production/Sales,Food,Kenya,Bungoma,92,M,True,142864.0,KES,2300,lender,partner,2.0,False,331.0
1707,,paid,550,Traveling Sales,Retail,Nicaragua,Bluefields,76,M,True,545.91,USD,550,lender,none,1.0,False,395.0
1708,en,paid,1075,Personal Products Sales,Retail,Dominican Republic,"San Luis, Community Of Santo Domingo",66,F,True,36000.0,DOP,1075,partner,partner,1.0,False,207.0
1709,en,paid,500,Cloth & Dressmaking Supplies,Retail,Ghana,Elmina,91,F,True,500.0,GHS,500,partner,partner,2.0,False,239.0
1710,en,paid,800,Grocery Store,Food,Peru,Ayacucho,70,F,True,2250.0,PEN,800,partner,partner,1.0,False,244.0
1711,en,paid,1175,Clothing Sales,Clothing,Uganda,Nansana,65,F,True,2000000.0,UGX,1175,partner,partner,1.0,False,403.0
1712,en,paid,1000,Personal Housing Expenses,Housing,Azerbaijan,Baku,31,M,True,1000.0,USD,1000,partner,none,1.0,False,388.0
1713,en,paid,150,Veterinary Sales,Agriculture,Tanzania,Tanga,102,F,True,150000.0,TZS,150,partner,partner,1.0,False,341.0
1714,en,paid,250,Food Market,Food,Tanzania,Tanga,102,F,True,300000.0,TZS,250,partner,partner,1.0,False,347.0
1715,en,paid,750,Livestock,Agriculture,Tanzania,Tanga,102,F,True,900000.0,TZS,750,partner,partner,1.0,False,352.0
1716,,paid,500,Food Production/Sales,Food,Peru,Callería - Ucayali,72,F,True,1300.0,PEN,500,partner,partner,1.0,False,155.0
1717,,paid,375,Services,Services,Peru,Picota - San Martín,72,F,True,1000.0,PEN,375,partner,partner,1.0,False,202.0
1718,,paid,725,Personal Housing Expenses,Housing,Nicaragua,Leon,74,F,True,13780.0,NIO,725,lender,partner,1.0,False,603.0
1719,,paid,725,Personal Housing Expenses,Housing,Nicaragua,Leon,74,M,True,13780.0,NIO,725,lender,partner,1.0,False,601.0
1720,en,paid,525,Shoe Sales,Retail,Ukraine,Kherson,26,M,True,2500.0,UAH,525,partner,partner,1.0,False,49.0
1721,en,paid,325,Farming,Agriculture,Cambodia,Dei Edth Kaoh Phos Village,109,F,True,1200000.0,KHR,325,partner,partner,1.0,False,568.0
1722,en,paid,1200,Agriculture,Agriculture,Cambodia,Siem Reap,106,M,True,1200.0,USD,1200,partner,none,2.0,False,385.0
1723,en,paid,875,Restaurant,Food,Nigeria,Benin City,20,F,True,102000.0,NGN,875,partner,partner,5.0,False,268.0
1724,,paid,650,Grocery Store,Food,Bolivia,El Alto,48,F,True,4786.93,BOB,650,partner,partner,3.0,False,389.0
1725,,paid,550,Bricks,Construction,Peru,,71,F,True,1500.0,PEN,550,partner,partner,1.0,False,203.0
1726,,paid,800,Cereals,Food,Viet Nam,Bac Ninh,85,F,True,12626000.0,VND,800,partner,partner,1.0,False,205.0
1727,,paid,800,Secretarial Services,Services,Bolivia,La Paz,48,F,True,5852.0,BOB,800,partner,partner,3.0,False,593.0
1728,,paid,475,Bakery,Food,Peru,,71,F,True,1300.0,PEN,475,partner,partner,1.0,False,265.0
1729,,paid,1200,Food Production/Sales,Food,Mexico,Monterrey,16,F,True,12500.0,MXN,1200,partner,partner,1.0,False,204.0
1730,en,paid,1100,Weaving,Arts,Cambodia,Khsach Kandal District,61,M,True,1100.0,USD,1100,partner,none,3.0,False,384.0
1731,,paid,700,Poultry,Agriculture,Bolivia,La Paz,48,F,True,5126.17,BOB,700,partner,partner,3.0,False,566.0
1732,en,paid,600,Tailoring,Services,Azerbaijan,Khachmaz Town,30,F,True,500.0,AZN,600,partner,partner,2.0,False,409.0
1733,en,paid,1200,Dairy,Agriculture,Azerbaijan,Imishli,56,F,True,1200.0,USD,1200,partner,none,1.0,False,591.0
1734,en,paid,600,Cattle,Agriculture,Azerbaijan,Saatli Town,31,F,True,600.0,USD,600,partner,none,1.0,False,407.0
1735,en,paid,350,Clothing Sales,Clothing,Tanzania,Dar Es Salaam,102,F,True,400000.0,TZS,350,partner,partner,1.0,False,351.0
1736,en,paid,125,Tailoring,Services,Tanzania,Morogoro,102,F,True,150000.0,TZS,125,partner,partner,1.0,False,351.0
1737,en,paid,175,Clothing Sales,Clothing,Tanzania,Morogoro,102,F,True,200000.0,TZS,175,partner,partner,1.0,False,350.0
1738,,paid,500,General Store,Retail,Peru,Juanjui - San Martin,72,F,True,1300.0,PEN,500,partner,partner,1.0,False,225.0
1739,en,paid,275,Cattle,Agriculture,Cambodia,Taing Russey Village,109,F,True,1000000.0,KHR,275,partner,partner,1.0,False,381.0
1740,en,paid,450,Food Market,Food,Nigeria,Benin City,20,F,True,52000.0,NGN,450,partner,partner,2.0,False,260.0
1741,,paid,375,Food Production/Sales,Food,Peru,,71,F,True,1000.0,PEN,375,partner,partner,1.0,False,228.0
1742,,paid,200,Clothing Sales,Clothing,Peru,,71,F,True,500.0,PEN,200,partner,partner,1.0,False,200.0
1743,,paid,1100,Services,Services,Bolivia,,73,M,True,1100.0,USD,1100,partner,none,2.0,False,393.0
1744,,paid,225,Farming,Agriculture,Peru,,71,F,True,600.0,PEN,225,partner,partner,1.0,False,201.0
1745,en,paid,1000,Clothing Sales,Clothing,Tajikistan,Khujand,100,F,True,990.0,USD,1000,partner,none,2.0,False,303.0
1746,,paid,1000,Construction,Construction,Bolivia,La Paz,48,F,True,7315.0,BOB,1000,partner,partner,3.0,False,581.0
1747,,paid,1200,Personal Housing Expenses,Housing,Nicaragua,Chontales,98,F,True,22500.0,NIO,1200,lender,partner,1.0,False,544.0
1748,en,paid,725,Beauty Salon,Services,Ghana,Sunyani,88,F,True,700.0,GHS,725,partner,partner,2.0,False,288.0
1749,,paid,525,Hardware,Retail,Nicaragua,Chinandega,74,M,True,10000.0,NIO,525,partner,partner,1.0,False,465.0
1750,en,paid,350,Knitting,Arts,Tajikistan,Asht,47,F,True,1200.0,TJS,350,partner,partner,1.0,False,229.0
1751,,paid,1075,Tailoring,Services,Togo,Adéta,99,M,True,450000.0,XOF,1075,partner,partner,1.0,False,408.0
1752,,paid,75,Restaurant,Food,Togo,Lavie,99,F,True,25000.0,XOF,75,partner,partner,1.0,False,379.0
1753,,paid,550,General Store,Retail,Indonesia,"Melaya, Bali",82,F,True,5000000.0,IDR,550,partner,partner,1.0,False,408.0
1754,,paid,725,Retail,Retail,Senegal,Ziguinchor,105,F,True,300000.0,XOF,725,lender,partner,2.0,False,193.0
1755,en,paid,525,Clothing Sales,Clothing,Ukraine,Ordzhonikidze,26,F,True,2500.0,UAH,525,partner,partner,1.0,False,49.0
1756,,paid,650,Clothing Sales,Clothing,Nicaragua,Managua,74,F,True,11970.0,NIO,650,partner,partner,1.0,False,366.0
1757,es,paid,250,Used Clothing,Clothing,Mexico,Yucatán,16,F,True,2500.0,MXN,250,partner,partner,1.0,False,78.0
1758,,paid,400,Clothing Sales,Clothing,Mexico,"Santa Catarina, Nuevo Leon",16,F,True,4000.0,MXN,400,partner,partner,1.0,False,226.0
1759,,paid,400,Shoe Sales,Retail,Mexico,"Santa Catarina, Nuevo Leon",16,F,True,4000.0,MXN,400,partner,partner,1.0,False,228.0
1760,en,paid,175,Clothing Sales,Clothing,Tanzania,Dar Es Salaam,102,F,True,200000.0,TZS,175,partner,partner,1.0,False,350.0
1761,en,paid,250,Charcoal Sales,Retail,Tanzania,Dar Es Salaam,102,F,True,300000.0,TZS,250,partner,partner,1.0,False,405.0
1762,en,paid,175,Food Market,Food,Tanzania,Tanga,102,F,True,200000.0,TZS,175,partner,partner,1.0,False,351.0
1763,en,paid,250,Soft Drinks,Food,Tanzania,Morogoro,102,F,True,300000.0,TZS,250,partner,partner,1.0,False,374.0
1764,en,paid,300,Food Production/Sales,Food,Sierra Leone,"Magburaka, Tonkolili",57,F,True,800000.0,SLL,300,partner,partner,2.0,False,282.0
1765,en,paid,875,Beauty Salon,Services,Nigeria,Benin City,20,F,True,102000.0,NGN,875,partner,partner,2.0,False,273.0
1766,en,paid,450,Sewing,Services,Nigeria,Benin City,20,F,True,52000.0,NGN,450,partner,partner,2.0,False,280.0
1767,,paid,550,Soft Drinks,Food,Peru,Ayacucho,70,F,True,1500.0,PEN,550,partner,partner,1.0,False,222.0
1768,,paid,675,Services,Services,Nicaragua,Managua,98,F,True,12480.0,NIO,675,partner,partner,1.0,False,294.0
1769,,paid,550,General Store,Retail,Indonesia,"Melaya, Bali",82,F,True,5000000.0,IDR,550,partner,partner,1.0,False,406.0
1770,,paid,375,Grocery Store,Food,Viet Nam,Quang Xuong,67,F,True,6000000.0,VND,375,partner,partner,1.0,False,400.0
1771,,paid,575,Cattle,Agriculture,Viet Nam,Hung Nguyen,67,F,True,9000000.0,VND,575,partner,partner,1.0,False,402.0
1772,,paid,750,Cattle,Agriculture,Viet Nam,Hung Nguyen,67,F,True,12000000.0,VND,750,partner,partner,1.0,False,400.0
1773,,paid,375,Grocery Store,Food,Peru,,71,F,True,1000.0,PEN,375,partner,partner,1.0,False,224.0
1774,en,paid,500,Food Production/Sales,Food,Cambodia,Prey Veng Province,9,F,True,500.0,USD,500,partner,none,2.0,False,402.0
1775,,paid,500,Plastics Sales,Retail,Togo,Lavie,99,F,True,200000.0,XOF,500,partner,partner,1.0,False,403.0
1776,en,paid,975,Fruits & Vegetables,Food,Ghana,Mankessim,88,F,True,1000.0,GHS,975,partner,partner,1.0,False,281.0
1777,,paid,825,Food Production/Sales,Food,Nicaragua,Managua,98,F,True,15600.0,NIO,825,partner,partner,1.0,False,399.0
1778,,paid,500,Cosmetics Sales,Retail,Mexico,"Solidaridad, Monterrey",16,F,True,5000.0,MXN,500,partner,partner,1.0,False,187.0
1779,en,paid,400,Charcoal Sales,Retail,Ghana,Cape Coast,88,F,True,400.0,GHS,400,partner,partner,1.0,False,279.0
1780,en,paid,375,Pub,Food,Uganda,Kampala,112,F,True,600000.0,UGX,375,partner,partner,2.0,False,233.0
1781,en,paid,425,Dairy,Agriculture,Sierra Leone,Kabala,57,F,True,1200000.0,SLL,425,partner,partner,2.0,False,399.0
1782,en,paid,500,Restaurant,Food,Cambodia,Siem Reap Province,9,F,True,500.0,USD,500,partner,none,1.0,False,584.0
1783,en,paid,1000,Taxi,Transportation,Cambodia,Siem Reap Province,9,F,True,1000.0,USD,1000,partner,none,1.0,False,584.0
1784,en,paid,200,Grocery Store,Food,Cambodia,Siem Reap Province,9,F,True,200.0,USD,200,partner,none,1.0,False,338.0
1785,,paid,550,Soft Drinks,Food,Peru,,71,M,True,1500.0,PEN,550,partner,partner,1.0,False,219.0
1786,,paid,300,Food Production/Sales,Food,Peru,,71,F,True,800.0,PEN,300,partner,partner,1.0,False,220.0
1787,en,paid,1250,Clothing Sales,Clothing,Uganda,Kireka,65,F,True,2100000.0,UGX,1250,partner,partner,1.0,False,398.0
1788,en,paid,1650,Water Distribution,Services,Uganda,Iganga,65,F,True,2800000.0,UGX,1650,partner,partner,1.0,False,391.0
1789,en,paid,4850,Fish Selling,Food,Uganda,Lugazi,84,F,True,8100000.0,UGX,4850,partner,partner,2.0,False,229.0
1790,,paid,375,Bakery,Food,Peru,Yungay - Ancash,72,F,True,1000.0,PEN,375,partner,partner,1.0,False,214.0
1791,,paid,725,Food Production/Sales,Food,Peru,Yungay - Ancash,72,F,True,2000.0,PEN,725,partner,partner,1.0,False,123.0
1792,en,paid,175,Retail,Retail,Tanzania,Morogoro,102,F,True,200000.0,TZS,175,partner,partner,1.0,False,351.0
1793,en,paid,225,Tailoring,Services,Tanzania,Dar Es Salaam,102,F,True,250000.0,TZS,225,partner,partner,1.0,False,404.0
1794,en,paid,175,Clothing Sales,Clothing,Tanzania,Zanzibar,102,F,True,200000.0,TZS,175,partner,partner,1.0,False,359.0
1795,en,paid,125,Food Market,Food,Tanzania,Dar Es Salaam,102,F,True,150000.0,TZS,125,partner,partner,1.0,False,361.0
1796,en,paid,250,Food Market,Food,Tanzania,Dar Es Salaam,102,F,True,300000.0,TZS,250,partner,partner,1.0,False,407.0
1797,en,paid,375,Traveling Sales,Retail,Peru,Trujillo - La Libertad,72,F,True,1000.0,PEN,375,partner,partner,1.0,False,213.0
1798,en,paid,175,General Store,Retail,Tanzania,Morogoro,102,F,True,200000.0,TZS,175,partner,partner,1.0,False,405.0
1799,en,paid,875,Motorcycle Transport,Transportation,Nigeria,Benin City,20,M,True,102000.0,NGN,875,partner,partner,3.0,False,267.0
1800,,paid,300,Bookstore,Retail,Peru,San Juan De Lurigancho-lima,93,F,True,800.0,PEN,300,partner,partner,1.0,False,138.0
1801,en,paid,600,Farming,Agriculture,Tajikistan,Istaravshan,100,F,True,2000.0,TJS,600,partner,partner,2.0,False,393.0
1802,,paid,775,Food Production/Sales,Food,Mexico,"Cadereyta, Nuevo León, México",16,M,True,8000.0,MXN,775,partner,partner,2.0,False,249.0
1803,en,defaulted,975,Games,Entertainment,Kenya,"Kayole, Nairobi",36,M,True,60000.0,KES,975,partner,partner,7.0,True,
1804,en,paid,1200,Cafe,Food,Lebanon,Saida - South,77,M,True,1200.0,USD,1200,partner,none,1.0,False,391.0
1805,en,paid,1200,Grocery Store,Food,Lebanon,Saida - South,77,M,True,1200.0,USD,1200,partner,none,1.0,False,391.0
1806,,paid,725,Food Market,Food,Mali,Bougouni,78,F,True,300000.0,XOF,725,partner,partner,2.0,False,277.0
1807,es,paid,800,Personal Housing Expenses,Housing,Nicaragua,Esteli,74,F,True,15000.0,NIO,800,lender,partner,1.0,False,555.0
1808,en,paid,1000,Motorcycle Transport,Transportation,Cambodia,Kampong Cham,9,F,True,1000.0,USD,1000,partner,none,1.0,False,579.0
1809,en,paid,500,Food Production/Sales,Food,Ghana,Abura,91,F,True,500.0,GHS,500,partner,partner,1.0,False,242.0
1810,,paid,550,General Store,Retail,Nicaragua,Managua,98,F,True,10400.0,NIO,550,partner,partner,1.0,False,297.0
1811,en,paid,1750,Milk Sales,Food,South Sudan,"Buluk, Juba, Southern",107,F,True,3500.0,SDG,1750,partner,partner,2.0,False,395.0
1812,en,paid,525,Beauty Salon,Services,Ghana,Abura,91,F,True,500.0,GHS,525,partner,partner,1.0,False,242.0
1813,,paid,1175,Clothing Sales,Clothing,Tajikistan,Vahdat,63,F,True,4000.0,TJS,1175,partner,partner,1.0,False,229.0
1814,,paid,300,Animal Sales,Agriculture,Tajikistan,Khuroson,63,M,True,1000.0,TJS,300,partner,partner,1.0,False,326.0
1815,,paid,450,Sewing,Services,Peru,Callería - Ucayali,72,F,True,1200.0,PEN,450,partner,partner,2.0,False,123.0
1816,,paid,750,Services,Services,Peru,Callería - Ucayali,72,F,True,2000.0,PEN,750,partner,partner,2.0,False,128.0
1817,,paid,275,Services,Services,Peru,Callería - Ucayali,72,F,True,700.0,PEN,275,partner,partner,1.0,False,127.0
1818,,paid,1100,Clothing Sales,Clothing,Peru,Callería - Ucayali,72,F,True,3000.0,PEN,1100,partner,partner,1.0,False,124.0
1819,,paid,700,Sewing,Services,Togo,Tsévié,22,F,True,295000.0,XOF,700,partner,partner,1.0,False,389.0
1820,en,paid,2875,Butcher Shop,Food,Tanzania,Dar Es Salaam,87,F,True,3450000.0,TZS,2875,partner,partner,2.0,False,123.0
1821,en,paid,875,Fuel/Firewood,Retail,Nigeria,Benin City,20,F,True,102000.0,NGN,875,partner,partner,2.0,False,265.0
1822,,paid,375,Veterinary Sales,Agriculture,Peru,Carhuaz - Ancash,72,F,True,1000.0,PEN,375,partner,partner,1.0,False,126.0
1823,en,paid,2625,Retail,Retail,Paraguay,Asunción,58,F,True,10500000.0,PYG,2625,partner,partner,1.0,False,157.0
1824,en,paid,1275,Retail,Retail,Paraguay,Asunción,58,F,True,5100000.0,PYG,1275,partner,partner,1.0,False,81.0
1825,,paid,1200,Milk Sales,Food,Paraguay,San Lorenzo,58,M,True,4856880.0,PYG,1200,partner,partner,1.0,False,350.0
1826,,paid,1200,Auto Repair,Services,Paraguay,Carapegua,58,M,True,4856880.0,PYG,1200,partner,partner,1.0,False,466.0
1827,,paid,3725,Fruits & Vegetables,Food,Bolivia,El Alto / La Paz,59,F,True,27105.02,BOB,3725,partner,partner,1.0,False,226.0
1828,en,paid,500,Clothing Sales,Clothing,Ghana,Elmina,91,F,True,500.0,GHS,500,partner,partner,1.0,False,234.0
1829,en,paid,600,Clothing Sales,Clothing,Tajikistan,Khujand,100,M,True,600.0,USD,600,partner,none,2.0,False,221.0
1830,,paid,1200,Retail,Retail,Senegal,Thies,108,F,True,500000.0,XOF,1200,partner,partner,1.0,False,179.0
1831,en,paid,1200,Fuel/Firewood,Retail,Nigeria,Lagos State,20,F,True,140000.0,NGN,1200,partner,partner,4.0,False,264.0
1832,en,paid,1025,Beauty Salon,Services,Nigeria,Lagos State,20,F,True,120000.0,NGN,1025,partner,partner,2.0,False,271.0
1833,en,paid,800,Clothing Sales,Clothing,Ghana,Cape Coast,88,F,True,800.0,GHS,800,partner,partner,1.0,False,265.0
1834,en,defaulted,475,Food Production/Sales,Food,Dominican Republic,Santo Domingo,66,F,True,16000.0,DOP,475,partner,partner,1.0,True,
1835,es,paid,600,Bakery,Food,Mexico,"Victoria, Tamaulipas",16,F,True,6000.0,MXN,600,partner,partner,1.0,False,246.0
1836,en,paid,625,Livestock,Agriculture,Tajikistan,Asht,47,F,True,2100.0,TJS,625,partner,partner,2.0,False,218.0
1837,en,paid,625,Livestock,Agriculture,Tajikistan,Asht,47,F,True,2100.0,TJS,625,partner,partner,1.0,False,220.0
1838,en,paid,300,Grocery Store,Food,Mozambique,"Bela-vista, Maputo",23,F,True,7000.0,MZN,300,partner,partner,2.0,False,574.0
1839,,paid,850,Cattle,Agriculture,Nicaragua,Chinandega,74,M,True,16000.0,NIO,850,partner,partner,1.0,False,448.0
1840,en,paid,1100,Retail,Retail,Afghanistan,Jalalabad,34,M,True,50000.0,AFN,1100,partner,partner,2.0,False,573.0
1841,en,paid,1200,Weaving,Arts,Cambodia,Khsach Kandal District,61,F,True,1200.0,USD,1200,partner,none,2.0,False,511.0
1842,en,paid,1200,Clothing Sales,Clothing,Dominican Republic,El Seybo,44,F,True,1200.0,USD,1200,partner,none,1.0,False,385.0
1843,,paid,600,Food Production/Sales,Food,Peru,San Juan De Lurigancho-lima,93,F,True,1600.0,PEN,600,partner,partner,1.0,False,388.0
1844,,paid,175,Carpentry,Construction,Nicaragua,Managua,74,M,True,3280.0,NIO,175,partner,partner,1.0,False,386.0
1845,en,paid,900,Food Market,Food,Samoa,Manono,15,F,True,2200.0,WST,900,partner,partner,1.0,False,395.0
1846,en,defaulted,325,Beauty Salon,Services,Kenya,Mlolongo Settlement,36,F,True,20000.0,KES,325,partner,partner,3.0,True,
1847,,paid,750,Agriculture,Agriculture,Togo,Awavé (aného),22,M,True,750.0,USD,750,partner,none,1.0,False,413.0
1848,,paid,750,Computers,Services,Nicaragua,Managua,5,M,True,750.0,USD,750,partner,none,1.0,False,351.0
1849,en,defaulted,150,Farming,Agriculture,Kenya,Muranga,6,F,True,150.0,USD,150,lender,none,1.0,True,
1850,en,paid,500,Livestock,Agriculture,Azerbaijan,Salyan Region,30,M,True,500.0,USD,500,partner,none,1.0,False,427.0
1851,en,defaulted,200,Fish Selling,Food,Kenya,Kisumu,32,F,True,200.0,USD,200,lender,none,3.0,True,411.0
1852,en,paid,825,Food Production/Sales,Food,Samoa,Vailele,15,F,True,825.0,USD,825,partner,none,1.0,False,367.0
1853,en,paid,725,Farming,Agriculture,Samoa,Tafangamanu,15,F,True,725.0,USD,725,partner,none,2.0,False,366.0
1854,en,paid,750,Crafts,Arts,Samoa,Mulifanua,15,F,True,750.0,USD,750,partner,none,1.0,False,366.0
1855,en,paid,800,Sewing,Services,Samoa,Faleula,15,F,True,800.0,USD,800,partner,none,1.0,False,366.0
1856,en,paid,1175,Fishing,Food,Samoa,Apolima,15,F,True,1175.0,USD,1175,partner,none,2.0,False,366.0
1857,en,defaulted,300,Farming,Agriculture,Kenya,Kangema,6,F,True,300.0,USD,300,lender,none,1.0,True,
1858,en,paid,500,Food Production/Sales,Food,Ghana,Somanya,19,F,True,500.0,USD,500,partner,none,1.0,False,275.0
1859,en,paid,800,General Store,Retail,Ghana,"Abokobi, Accra",19,F,True,800.0,USD,800,partner,none,2.0,False,275.0
1860,en,paid,825,Farming,Agriculture,Samoa,Gagaifo,15,F,True,825.0,USD,825,partner,none,2.0,False,366.0
1861,en,paid,600,Grocery Store,Food,Azerbaijan,Fizuli District,30,F,True,600.0,USD,600,partner,none,2.0,False,427.0
1862,en,paid,1000,Farming,Agriculture,Samoa,Nofoalii,15,F,True,1000.0,USD,1000,partner,none,2.0,False,366.0
1863,,paid,750,Grocery Store,Food,Honduras,Danli,5,F,True,750.0,USD,750,partner,none,1.0,False,352.0
1864,,paid,100,Grocery Store,Food,Honduras,Danli,5,F,True,100.0,USD,100,partner,none,1.0,False,170.0
1865,,paid,200,Clothing Sales,Clothing,Honduras,Danli,5,F,True,200.0,USD,200,partner,none,1.0,False,171.0
1866,,paid,950,Clothing Sales,Clothing,Togo,Tsévié,22,F,True,950.0,USD,950,partner,none,1.0,False,352.0
1867,,paid,1000,Pharmacy,Health,Togo,Lomé,22,M,True,1000.0,USD,1000,partner,none,2.0,False,352.0
1868,,paid,1000,General Store,Retail,Togo,Lomé,22,F,True,1000.0,USD,1000,partner,none,1.0,False,353.0
1869,en,defaulted,825,Charcoal Sales,Retail,Kenya,Nairobi,25,F,True,825.0,USD,825,lender,none,1.0,True,
1870,,paid,1200,Computers,Services,Togo,Lomé,22,M,True,1200.0,USD,1200,partner,none,1.0,False,354.0
1871,,paid,600,Food Production/Sales,Food,Togo,Lomé,22,F,True,600.0,USD,600,partner,none,1.0,False,354.0
1872,,paid,300,Cobbler,Services,Honduras,Tegucigalpa,5,M,True,300.0,USD,300,partner,none,1.0,False,170.0
1873,,paid,400,Clothing Sales,Clothing,Honduras,Comayaguela,5,M,True,400.0,USD,400,partner,none,1.0,False,170.0
1874,en,paid,800,Food Production/Sales,Food,Ghana,"Effiakuma, Takoradi",19,F,True,800.0,USD,800,partner,none,1.0,False,302.0
1875,en,defaulted,150,Farming,Agriculture,Kenya,Thika Town,6,F,True,150.0,USD,150,lender,none,1.0,True,
1876,,paid,50,Home Products Sales,Retail,Indonesia,Tangerang,43,F,True,50.0,USD,50,partner,none,1.0,False,306.0
1877,,paid,425,Clothing Sales,Clothing,Mozambique,"Boane, Maputo",23,F,True,425.0,USD,425,partner,none,2.0,False,306.0
1878,en,paid,50,Food Production/Sales,Food,Indonesia,Tangerang,43,F,True,50.0,USD,50,partner,none,1.0,False,306.0
1879,,paid,1200,Motorcycle Transport,Transportation,Togo,Tsévié,22,M,True,500000.0,XOF,1200,partner,partner,1.0,False,457.0
1880,,paid,625,Livestock,Agriculture,Viet Nam,Hung Nguyen,67,F,True,10000000.0,VND,625,partner,partner,1.0,False,382.0
1881,,paid,725,Fuel/Firewood,Retail,Togo,Lomé,22,F,True,300000.0,XOF,725,partner,partner,1.0,False,380.0
1882,,paid,975,Grocery Store,Food,Togo,Lomé,22,F,True,400000.0,XOF,975,partner,partner,1.0,False,383.0
1883,,paid,1200,Veterinary Sales,Agriculture,Paraguay,Ciudad Del Este,58,M,True,4826400.0,PYG,1200,partner,partner,1.0,False,293.0
1884,en,paid,625,Livestock,Agriculture,Tajikistan,Asht,47,M,True,2100.0,TJS,625,partner,partner,1.0,False,269.0
1885,en,paid,275,Cosmetics Sales,Retail,Nigeria,Lagos State,20,F,True,30000.0,NGN,275,partner,partner,2.0,False,260.0
1886,en,paid,350,Restaurant,Food,Nigeria,Lagos State,20,F,True,40000.0,NGN,350,partner,partner,2.0,False,260.0
1887,en,paid,725,Fishing,Food,Samoa,Manono,15,F,True,1750.0,WST,725,partner,partner,2.0,False,401.0
1888,es,paid,800,Dairy,Agriculture,Bolivia,Huayrocondo,48,M,True,5734.12,BOB,800,partner,partner,4.0,False,565.0
1889,,paid,425,General Store,Retail,Mozambique,Namaacha,23,F,True,10000.0,MZN,425,partner,partner,1.0,False,531.0
1890,en,paid,275,Cattle,Agriculture,Cambodia,Trapang Mates Village,109,F,True,1000000.0,KHR,275,partner,partner,1.0,False,566.0
1891,en,paid,275,Grocery Store,Food,Cambodia,Trapang Mates Village,109,M,True,1000000.0,KHR,275,partner,partner,1.0,False,564.0
1892,en,paid,500,Taxi,Transportation,Cambodia,Muk Kampoul District,61,F,True,1985000.0,KHR,500,partner,partner,2.0,False,505.0
1893,,paid,1075,Farming,Agriculture,Peru,,71,F,True,3000.0,PEN,1075,partner,partner,1.0,False,262.0
1894,,paid,475,Grocery Store,Food,Peru,,71,F,True,1300.0,PEN,475,partner,partner,1.0,False,201.0
1895,es,paid,225,General Store,Retail,Nicaragua,Leon,74,F,True,4000.0,NIO,225,partner,partner,2.0,False,442.0
1896,,paid,650,Farming,Agriculture,Peru,,71,F,True,1800.0,PEN,650,partner,partner,1.0,False,199.0
1897,,paid,250,Poultry,Agriculture,Mexico,Yucatán,16,F,True,2500.0,MXN,250,partner,partner,1.0,False,87.0
